matrix_tr1,matrix_tr2,matrix_tr3
404.797209412917,339.986526375502,1
404.797209412916,339.986526375501,1
404.797209412917,339.9865263755,1
404.797209412917,339.986526375499,1
404.797209412916,339.986526375501,1
404.797209412918,339.9865263755,1
404.797209412917,339.986526375502,1
404.797209412919,339.986526375501,1
404.797209412918,339.986526375501,1
404.797209412916,339.986526375499,1
404.797209412917,339.9865263755,1
404.797209412915,339.986526375497,1
404.797209412914,339.986526375498,1
404.797209412916,339.9865263755,1
404.797209412918,339.986526375501,1
404.797209412915,339.9865263755,1
404.797209412919,339.9865263755,1
404.797209412917,339.986526375501,1
404.797209412917,339.986526375502,1
404.797209412915,339.986526375499,1
404.797209412917,339.986526375501,1
404.797209412916,339.986526375502,1
404.797209412917,339.986526375499,1
404.797209412917,339.986526375503,1
404.797209412914,339.9865263755,1
404.797209412919,339.986526375501,1
404.797209412916,339.986526375499,1
404.797209412918,339.986526375502,1
404.797209412916,339.986526375499,1
404.797209412916,339.986526375503,1
404.797209412917,339.9865263755,1
404.797209412916,339.9865263755,1
404.797209412918,339.986526375504,1
404.797209412916,339.9865263755,1
404.797209412917,339.986526375502,1
404.797209412916,339.986526375499,1
404.797209412918,339.986526375509,1
404.797209412918,339.986526375507,1
404.797209412914,339.986526375499,1
404.797209412914,339.986526375493,1
404.797209412917,339.986526375503,1
404.797209412915,339.986526375498,1
404.797209412915,339.986526375495,1
404.797209412916,339.986526375504,1
404.797209412916,339.986526375502,1
404.797209412919,339.986526375505,1
404.797209412919,339.986526375506,1
404.797209412915,339.986526375499,1
404.797209412918,339.986526375499,1
404.797209412912,339.986526375488,1
404.797209412915,339.986526375499,1
404.797209412918,339.986526375502,1
404.797209412914,339.986526375495,1
404.797209412917,339.986526375508,1
404.797209412916,339.9865263755,1
404.797209412915,339.986526375497,1
404.797209412916,339.986526375495,1
404.797209412918,339.986526375507,1
404.797209412914,339.986526375497,1
404.797209412914,339.986526375498,1
404.797209412918,339.986526375503,1
404.797209412919,339.986526375509,1
404.797209412916,339.986526375505,1
404.797209412916,339.986526375501,1
404.797209412917,339.986526375498,1
404.797209412914,339.986526375495,1
404.797209412918,339.986526375503,1
404.797209412918,339.986526375504,1
404.79720941292,339.986526375507,1
404.797209412914,339.986526375497,1
404.797209412913,339.986526375498,1
404.797209412917,339.9865263755,1
404.797209412916,339.986526375496,1
404.797209412917,339.986526375499,1
404.797209412915,339.986526375498,1
404.797209412917,339.986526375502,1
404.797209412914,339.986526375492,1
404.797209412918,339.986526375509,1
404.797209412914,339.9865263755,1
404.797209412914,339.986526375494,1
404.797209412917,339.986526375502,1
404.797209412914,339.986526375498,1
404.797209412917,339.9865263755,1
404.797209412916,339.986526375511,1
404.797209412915,339.986526375496,1
404.797209412917,339.986526375504,1
404.797209412916,339.986526375496,1
404.797209412916,339.986526375496,1
404.797209412915,339.986526375496,1
404.797209412914,339.986526375495,1
404.797209412919,339.986526375504,1
404.797209412915,339.986526375492,1
404.797209412916,339.9865263755,1
404.797209412916,339.986526375495,1
404.797209412918,339.986526375509,1
404.797209412916,339.986526375498,1
404.797209412919,339.986526375507,1
404.797209412916,339.986526375496,1
404.797209412914,339.98652637549,1
404.797209412917,339.986526375497,1
404.797209412914,339.986526375495,1
404.797209412917,339.9865263755,1
404.797209412915,339.986526375497,1
404.797209412916,339.986526375495,1
404.797209412914,339.986526375494,1
404.79720941292,339.986526375509,1
391.123072251084,322.240387861722,3
391.123072251082,322.240387861721,3
391.123072251083,322.240387861716,3
391.123072251081,322.240387861722,3
391.123072251084,322.240387861725,3
391.123072251079,322.24038786171,3
391.123072251083,322.240387861722,3
391.123072251083,322.240387861717,3
391.123072251082,322.240387861717,3
391.123072251079,322.240387861715,3
391.123072251083,322.240387861723,3
391.123072251083,322.240387861723,3
391.123072251081,322.240387861713,3
391.123072251083,322.240387861719,3
391.123072251085,322.240387861725,3
391.123072251083,322.240387861723,3
391.123072251081,322.240387861714,3
391.123072251079,322.240387861712,3
391.123072251082,322.240387861718,3
391.12307225108,322.240387861716,3
391.123072251084,322.240387861724,3
391.123072251085,322.240387861728,3
420.206150538418,330.294512108631,2
420.206150538417,330.294512108633,2
420.20615053842,330.294512108638,2
420.206150538417,330.294512108626,2
420.206150538414,330.29451210863,2
420.206150538415,330.294512108626,2
420.206150538415,330.294512108631,2
420.206150538417,330.294512108633,2
420.206150538418,330.294512108632,2
420.206150538418,330.294512108633,2
420.206150538416,330.29451210863,2
420.206150538419,330.294512108637,2
420.206150538413,330.294512108623,2
420.206150538417,330.294512108631,2
420.206150538414,330.294512108628,2
420.206150538418,330.294512108638,2
420.206150538419,330.294512108635,2
420.206150538416,330.294512108629,2
420.206150538417,330.29451210863,2
420.206150538417,330.294512108631,2
420.206150538415,330.294512108627,2
420.206150538415,330.294512108626,2
420.206150538418,330.294512108638,2
420.206150538414,330.294512108628,2
420.206150538417,330.294512108632,2
420.206150538413,330.294512108624,2
420.206150538417,330.29451210863,2
420.206150538414,330.294512108624,2
420.206150538416,330.294512108627,2
420.206150538418,330.294512108628,2
420.206150538417,330.294512108625,2
420.206150538414,330.294512108628,2
420.206150538414,330.294512108626,2
420.206150538415,330.294512108626,2
420.206150538417,330.294512108628,2
420.206150538417,330.294512108635,2
420.206150538417,330.294512108629,2
420.206150538416,330.294512108626,2
420.206150538416,330.294512108627,2
420.206150538416,330.29451210863,2
